"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
"Gaulke_2019-mod_ASV722"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Holdemania"
"Gaulke_2019-mod_ASV723"	NA	NA	NA	NA	NA	NA
"Gaulke_2019-mod_ASV724"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Weissella"
"Gaulke_2019-mod_ASV725"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Gemmobacter"
"Gaulke_2019-mod_ASV726"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA
"Gaulke_2019-mod_ASV727"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Amoebophilaceae"	"Candidatus_Cardinium"
"Gaulke_2019-mod_ASV728"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ZOR0006"
"Gaulke_2019-mod_ASV729"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Acidaminococcales"	"Acidaminococcaceae"	"Acidaminococcus"
"Gaulke_2019-mod_ASV730"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Spirosomaceae"	"Arsenicibacter"
"Gaulke_2019-mod_ASV731"	"Bacteria"	"Actinobacteriota"	"Coriobacteriia"	"Coriobacteriales"	"Atopobiaceae"	"Olsenella"
"Gaulke_2019-mod_ASV732"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Opitutaceae"	"Lacunisphaera"
"Gaulke_2019-mod_ASV733"	"Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Vampirovibrionales"	"Vampirovibrionaceae"	NA
"Gaulke_2019-mod_ASV734"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA
"Gaulke_2019-mod_ASV735"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	NA
"Gaulke_2019-mod_ASV736"	"Bacteria"	"Firmicutes"	"Clostridia"	"Christensenellales"	"Christensenellaceae"	"Christensenellaceae_R-7_group"
"Gaulke_2019-mod_ASV737"	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Robinsoniella"
"Gaulke_2019-mod_ASV738"	"Bacteria"	NA	NA	NA	NA	NA
"Gaulke_2019-mod_ASV739"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	NA
"Gaulke_2019-mod_ASV740"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Veillonellaceae"	"Veillonella"
"Gaulke_2019-mod_ASV741"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA
"Gaulke_2019-mod_ASV742"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Budviciaceae"	NA
"Gaulke_2019-mod_ASV743"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Candidatus_Symbiobacter"
"Gaulke_2019-mod_ASV744"	"Bacteria"	"Firmicutes"	"Bacilli"	NA	NA	NA
"Gaulke_2019-mod_ASV745"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"
"Gaulke_2019-mod_ASV746"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Spirosomaceae"	NA
"Gaulke_2019-mod_ASV747"	"Bacteria"	"Desulfobacterota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	NA
"Gaulke_2019-mod_ASV748"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	NA
"Gaulke_2019-mod_ASV749"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Phaselicystidaceae"	"Phaselicystis"
"Gaulke_2019-mod_ASV750"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Alysiella"
"Gaulke_2019-mod_ASV751"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridia_UCG-014"	NA	NA
"Gaulke_2019-mod_ASV752"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"SC-I-84"	NA
"Gaulke_2019-mod_ASV753"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	NA
"Gaulke_2019-mod_ASV754"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Acidisoma"
"Gaulke_2019-mod_ASV755"	"Bacteria"	"Firmicutes"	"Bacilli"	"Entomoplasmatales"	"Spiroplasmataceae"	"Spiroplasma"
"Gaulke_2019-mod_ASV756"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	NA
"Gaulke_2019-mod_ASV757"	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	NA
"Gaulke_2019-mod_ASV758"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	NA	NA	NA
"Gaulke_2019-mod_ASV759"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	NA
"Gaulke_2019-mod_ASV760"	"Bacteria"	"Actinobacteriota"	NA	NA	NA	NA
"Gaulke_2019-mod_ASV761"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"
"Gaulke_2019-mod_ASV762"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"
"Gaulke_2019-mod_ASV763"	"Bacteria"	"Firmicutes"	NA	NA	NA	NA
"Gaulke_2019-mod_ASV764"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Myroides"
"Gaulke_2019-mod_ASV765"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Silvanigrellales"	"Silvanigrellaceae"	"Silvanigrella"
"Gaulke_2019-mod_ASV766"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"P3OB-42"
"Gaulke_2019-mod_ASV767"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	NA	NA
"Gaulke_2019-mod_ASV768"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"env.OPS_17"	NA
"Gaulke_2019-mod_ASV769"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Spirosomaceae"	NA
"Gaulke_2019-mod_ASV770"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	NA	NA	NA
"Gaulke_2019-mod_ASV771"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Leptolyngbyales"	"Leptolyngbyaceae"	"Chamaesiphon_PCC-7430"
"Gaulke_2019-mod_ASV772"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	"CAG-873"
"Gaulke_2019-mod_ASV773"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Cellvibrio"
"Gaulke_2019-mod_ASV774"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Xenococcaceae"	"Pleurocapsa_PCC-7319"
"Gaulke_2019-mod_ASV775"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA
"Gaulke_2019-mod_ASV776"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	NA
"Gaulke_2019-mod_ASV777"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA
"Gaulke_2019-mod_ASV778"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Anaplasmataceae"	"Wolbachia"
"Gaulke_2019-mod_ASV779"	"Bacteria"	"Firmicutes"	"Clostridia"	NA	NA	NA
"Gaulke_2019-mod_ASV780"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	NA	NA
"Gaulke_2019-mod_ASV781"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	NA	NA
"Gaulke_2019-mod_ASV782"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	NA
"Gaulke_2019-mod_ASV783"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA
"Gaulke_2019-mod_ASV784"	"Bacteria"	NA	NA	NA	NA	NA
"Gaulke_2019-mod_ASV785"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	NA
"Gaulke_2019-mod_ASV786"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"
"Gaulke_2019-mod_ASV787"	"Bacteria"	"Firmicutes"	"Bacilli"	"Mycoplasmatales"	"Mycoplasmataceae"	"Mycoplasma"
"Gaulke_2019-mod_ASV788"	"Bacteria"	NA	NA	NA	NA	NA
"Gaulke_2019-mod_ASV789"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	NA
"Gaulke_2019-mod_ASV790"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Reyranellales"	"Reyranellaceae"	"Reyranella"
"Gaulke_2019-mod_ASV791"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	NA	NA
"Gaulke_2019-mod_ASV792"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"
"Gaulke_2019-mod_ASV793"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"AKYH767"	NA
"Gaulke_2019-mod_ASV794"	"Bacteria"	"Desulfobacterota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	NA
"Gaulke_2019-mod_ASV795"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcales-Tissierellales_fa"	"Keratinibaculum"
"Gaulke_2019-mod_ASV796"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Alloprevotella"
"Gaulke_2019-mod_ASV797"	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	NA
"Gaulke_2019-mod_ASV798"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cardiobacteriales"	"Wohlfahrtiimonadaceae"	"Ignatzschineria"
"Gaulke_2019-mod_ASV799"	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_NC2004_group"
"Gaulke_2019-mod_ASV800"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA
"Gaulke_2019-mod_ASV801"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	NA	NA
"Gaulke_2019-mod_ASV802"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Spirosomaceae"	"Lacihabitans"
"Gaulke_2019-mod_ASV803"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	NA	NA
"Gaulke_2019-mod_ASV804"	"Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Gastranaerophilales"	NA	NA
"Gaulke_2019-mod_ASV805"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA
"Gaulke_2019-mod_ASV806"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Schlesneriaceae"	"Schlesneria"
"Gaulke_2019-mod_ASV807"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA
"Gaulke_2019-mod_ASV808"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	NA
"Gaulke_2019-mod_ASV809"	"Bacteria"	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"
"Gaulke_2019-mod_ASV810"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	NA	NA	NA
"Gaulke_2019-mod_ASV811"	"Bacteria"	"Firmicutes"	"Bacilli"	"Entomoplasmatales"	"Spiroplasmataceae"	"Spiroplasma"
"Gaulke_2019-mod_ASV812"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Polaromonas"
"Gaulke_2019-mod_ASV813"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Candidatus_Symbiothrix"
"Gaulke_2019-mod_ASV814"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Cloacibacterium"
"Gaulke_2019-mod_ASV815"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Holosporales"	"Holosporaceae"	NA
"Gaulke_2019-mod_ASV816"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"
"Gaulke_2019-mod_ASV817"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"JG36-TzT-191"	NA	NA
"Gaulke_2019-mod_ASV818"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Conexibacter"
"Gaulke_2019-mod_ASV819"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Cetobacterium"
"Gaulke_2019-mod_ASV820"	"Bacteria"	"Deferribacterota"	"Deferribacteres"	"Deferribacterales"	"Deferribacteraceae"	NA
"Gaulke_2019-mod_ASV821"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	NA
"Gaulke_2019-mod_ASV822"	"Bacteria"	"Firmicutes"	"Bacilli"	"Mycoplasmatales"	"Mycoplasmataceae"	"Mycoplasma"
"Gaulke_2019-mod_ASV823"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	NA	NA
"Gaulke_2019-mod_ASV824"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA
"Gaulke_2019-mod_ASV825"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA
"Gaulke_2019-mod_ASV826"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Photobacterium"
"Gaulke_2019-mod_ASV827"	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_NK4A136_group"
"Gaulke_2019-mod_ASV828"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Candidatus_Symbiothrix"
"Gaulke_2019-mod_ASV829"	"Bacteria"	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"
"Gaulke_2019-mod_ASV830"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	NA
"Gaulke_2019-mod_ASV831"	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_NC2004_group"
"Gaulke_2019-mod_ASV832"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA
"Gaulke_2019-mod_ASV833"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	NA
"Gaulke_2019-mod_ASV834"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Paludibacteraceae"	"F0058"
"Gaulke_2019-mod_ASV835"	"Bacteria"	NA	NA	NA	NA	NA
"Gaulke_2019-mod_ASV836"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	NA
"Gaulke_2019-mod_ASV837"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	NA	NA	NA
"Gaulke_2019-mod_ASV838"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA
"Gaulke_2019-mod_ASV839"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Vagococcaceae"	"Vagococcus"
"Gaulke_2019-mod_ASV840"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"Geobacter"
"Gaulke_2019-mod_ASV841"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"
